0	0	0.0958	2.30574
0.783333	0.735013	0.7789	0.664332
0.833333	0.618192	0.8995	0.324164
0.941667	0.149886	0.9207	0.258597
0.966667	0.130861	0.9319	0.217383
0.966667	0.106309	0.9472	0.168838
0.958333	0.133422	0.9477	0.159902
0.958333	0.120667	0.9624	0.1229
0.966667	0.0904294	0.955	0.134541
0.958333	0.179807	0.9584	0.129884
0.966667	0.123682	0.9684	0.0944123
0.983333	0.0384068	0.9701	0.090206
0.95	0.174892	0.977	0.0731724
0.983333	0.0487424	0.9745	0.0802317
1.0	0.0233497	0.976	0.0673446
0.966667	0.0798953	0.981	0.0575951
0.975	0.0707591	0.9766	0.0720927
1.0	0.0345391	0.976	0.0759217
0.991667	0.0300834	0.9804	0.0631897
0.991667	0.0495633	0.9746	0.0722636
0.983333	0.0389839	0.9789	0.0653861
0.958333	0.144323	0.9833	0.0535188
0.983333	0.0396788	0.978	0.0679285
0.975	0.057108	0.9844	0.0484616
0.983333	0.0289832	0.9792	0.0620568
0.975	0.125262	0.9852	0.0463003
0.983333	0.0227766	0.9829	0.0503853
0.991667	0.0233678	0.9851	0.0485221
0.991667	0.0320962	0.9848	0.0477202
0.983333	0.0309046	0.9817	0.0603619
0.958333	0.11897	0.9848	0.0481342
1.0	0.0118387	0.9863	0.0440303
0.983333	0.0576717	0.9875	0.0372466
1.0	0.00625166	0.9832	0.0507188
0.991667	0.0158383	0.9825	0.0517558
1.0	0.0116209	0.9861	0.0439744
0.991667	0.0408808	0.9865	0.0453042
1.0	0.0149319	0.9866	0.0447692
0.991667	0.0232884	0.9836	0.0505515
0.975	0.103142	0.9874	0.0401813
0.991667	0.0313842	0.9867	0.040925
1.0	0.00243757	0.9858	0.0420523
1.0	0.0146237	0.9874	0.0398542
0.991667	0.038195	0.9889	0.0379446
0.991667	0.0429059	0.9773	0.0778762
0.991667	0.021895	0.9876	0.0376816
1.0	0.00775551	0.9889	0.0363547
1.0	0.00351565	0.9894	0.0307333
0.991667	0.0190576	0.9878	0.0391591
1.0	0.00284771	0.9872	0.0425768
0.983333	0.0292014	0.989	0.0368328
0.983333	0.0562515	0.9882	0.0404574
1.0	0.00229984	0.9868	0.0433735
1.0	0.00146471	0.9895	0.0363194
0.991667	0.0218958	0.9873	0.0401999
0.983333	0.074082	0.9855	0.0465593
0.983333	0.0311728	0.9899	0.0352555
1.0	0.00258805	0.9905	0.0351185
1.0	0.00174256	0.9899	0.034101
0.991667	0.0164088	0.9897	0.0369093
0.991667	0.0306299	0.9884	0.0409719
1.0	0.00131567	0.9904	0.0360829
1.0	0.00148045	0.9877	0.0450415
1.0	0.00572437	0.9875	0.0448757
0.991667	0.0202415	0.9875	0.0439376
1.0	0.000601262	0.9907	0.0328625
1.0	0.00800639	0.9882	0.0459943
1.0	0.00153767	0.9886	0.040986
1.0	0.0030919	0.9879	0.046996
1.0	0.00241026	0.9861	0.0462359
1.0	0.000903188	0.9882	0.0393222
1.0	0.00385233	0.9908	0.033758
1.0	0.00270862	0.9869	0.0441854
1.0	0.000533299	0.987	0.0432074
1.0	0.00102884	0.9883	0.0396115
1.0	0.000895434	0.9893	0.0396653
1.0	0.00118271	0.9895	0.0382553
1.0	0.00218035	0.9862	0.0459692
1.0	0.00154732	0.9896	0.0354992
1.0	0.00268542	0.9905	0.0324974
1.0	0.00686926	0.9907	0.0347792
0.991667	0.0478428	0.9877	0.0396382
0.991667	0.0257199	0.9877	0.0400977
1.0	0.00423028	0.9887	0.0351206
1.0	0.000156135	0.9912	0.0317712
0.991667	0.0156696	0.9908	0.0312897
1.0	0.0075864	0.9904	0.0357396
1.0	0.000562889	0.9889	0.0411587
1.0	0.000807204	0.9909	0.030318
1.0	0.000976227	0.9852	0.0613028
0.991667	0.0338561	0.9888	0.0364101
1.0	0.000236218	0.9904	0.0316579
1.0	0.000318123	0.9909	0.0313494
0.991667	0.0170962	0.9889	0.0417187
0.991667	0.0104907	0.989	0.038327
1.0	0.00338723	0.989	0.0415373
1.0	0.00231245	0.9895	0.0371784
1.0	0.00106191	0.9905	0.0356407
0.991667	0.0136552	0.9899	0.0381652
1.0	0.000513553	0.9912	0.0355817
0.991667	0.0210961	0.9858	0.0562665
1.0	0.00576773	0.9888	0.0390502
1.0	9.87216e-05	0.9889	0.0398933
1.0	0.000515315	0.992	0.0345462
1.0	0.00253236	0.9899	0.0378704
0.991667	0.0132103	0.9906	0.0369477
1.0	0.0063414	0.9877	0.0463794
1.0	0.000103818	0.9873	0.0529906
0.991667	0.00763721	0.9905	0.0388897
1.0	0.000140807	0.99	0.0384922
1.0	0.000944279	0.9898	0.0379033
0.991667	0.0499019	0.9854	0.0555847
1.0	0.00539447	0.99	0.0378842
1.0	0.0055384	0.989	0.0441821
1.0	0.000673809	0.9906	0.0361603
1.0	0.000592256	0.9895	0.0369045
1.0	0.000777244	0.9905	0.0355156
1.0	0.000610966	0.99	0.0427991
1.0	0.000492441	0.9889	0.0423642
0.991667	0.0098542	0.9882	0.0436481
1.0	0.000130236	0.9906	0.038411
1.0	0.000112649	0.99	0.0454193
0.991667	0.0148098	0.9892	0.0420412
1.0	0.00525624	0.9886	0.0461145
1.0	0.000575971	0.9921	0.0322945
1.0	0.000229609	0.9907	0.0349844
1.0	0.00163775	0.9901	0.0402065
